Facility ID,PSI 90 Composite Value,CLABSI SIR,CAUTI SIR,SSI SIR,CDI SIR,MRSA SIR,Total HAC Score,Payment Reduction
380091,1.3588,0.148,0.797,0.887,0.62,0.438,0.4184,Yes
380102,0.6626,0.624,0.091,0.808,0.47,1.153,-0.2173,No
380103,0.9367,0.329,0.625,1.567,1.233,0.531,0.3761,No
390001,1.0042,0.399,0.525,1.504,0.307,2.128,0.4413,Yes
390002,0.9537,1.355,0.481,,0.39,0.768,0.3062,No
390003,0.958,,,,0,,-0.8373,No
390004,0.9756,1.041,0.845,0,0.295,0.801,0.0129,No
390006,0.9803,0.663,0.575,1.904,0.86,0.391,0.5291,Yes
390009,0.9228,0.574,0.561,1.57,0.55,0.558,0.1849,No
390012,0.8504,0,0,1.775,0.547,1.461,0.0245,No
390013,1.6001,0,0.611,0.712,0.759,0,0.1736,No
390016,0.9335,1.221,1.023,1.412,0.625,0.468,0.6051,Yes
390025,,0,,,,,0.3826,Yes
390026,1.0564,1.551,1.033,2.997,0.447,0.268,0.8968,Yes
390027,0.9912,0.688,0.487,0.471,0.413,0.93,0.0063,No
390028,0.9952,0.244,0.775,0.344,0.492,0.98,-0.013,No
390030,0.8431,0.235,0.422,,0.304,0,-0.784,No
390032,0.92,0,0.44,,0.511,0,-0.6167,No
390035,0.8568,0.754,0.404,0.607,0.296,0,-0.5185,No
390036,0.78,1.154,0.58,1.517,0.936,1.498,0.8121,Yes
390037,0.8831,1.612,0.42,1.054,0.931,2.022,0.9859,Yes
390039,0.9448,,1.122,0.264,0.556,,0.1919,No
390041,0.9349,1.644,1.047,0,0.882,1.762,0.9655,Yes
390042,0.9743,0.676,0.621,0.172,0.381,1.691,0.1948,No
390044,1.1816,0.433,0.934,1.963,0.393,0.529,0.5822,Yes
390045,1.3852,0.358,0.735,0.912,0.361,0.436,0.3139,No
390046,1.026,0.543,0.832,1.305,0.354,0.719,0.2558,No
390048,0.8389,1.371,0.507,0.574,0.363,0.327,-0.1117,No
390049,0.6135,0.301,0.162,0.858,0.235,0.486,-0.6834,No
390050,1.0573,0.639,0.382,1.035,0.358,0.889,0.1332,No
390056,0.9484,,0,,1.581,,0.1983,No
390057,0.7922,0.903,0.712,0.697,0.782,0.548,0.1179,No
390058,1.0487,0,0.926,0,0.704,1.669,0.2942,No
390062,0.9101,,,0.485,0.264,,-0.5376,No
390063,1.0384,0.645,0.602,0.84,0.443,0.905,0.2068,No
390065,0.957,0.33,1.351,1.16,0.548,1.841,0.7488,Yes
390066,0.7952,0.451,0.601,0.326,0.433,0.275,-0.5243,No
390067,1.1645,0.305,0.66,0.414,0.748,0.615,0.2195,No
390068,0.8814,1.024,1.218,1.142,0.384,0,0.151,No
390070,0.9251,,0,,0.105,,-0.9388,No
390073,1.0527,0.198,0.493,0.44,0.887,0.474,0.029,No
390079,0.863,0.419,0.762,1.523,0.102,0.602,-0.151,No
390086,1.3542,1.015,1.127,0.954,0.095,0.761,0.679,Yes
390090,1.0651,1.367,0.642,1.562,0.449,0.921,0.7487,Yes
390091,0.9441,0.573,0.652,0.977,0.425,0.637,0.0234,No
390093,0.9604,,0,,0.211,,-0.7199,No
390096,0.8307,0.569,0.725,0.446,0.824,0.328,-0.0825,No
390097,1.1397,0.581,0.387,0.508,0.218,0.263,-0.25,No
390100,0.8685,0.33,0.709,1.127,0.246,0.268,-0.3368,No
390101,1.2724,0.441,0.998,1.516,0.454,0.364,0.5709,Yes
390102,0.9564,0.635,0.916,0.335,0.783,0.734,0.2493,No
390107,0.8033,0.465,0.525,0.636,0.733,1.267,0.0877,No
390110,1.1063,0.33,0.72,1.809,0.622,0.428,0.4374,Yes
390111,0.6667,1.025,1.046,1.046,0.434,0.697,0.2073,No
390112,0.9774,,,0,0.26,,-0.663,No
390113,1.0522,0.277,0.73,1.015,1.04,0.295,0.2927,No
390114,1.2061,0.787,0.546,1.137,0.939,0.95,0.8548,Yes
390115,0.8698,0.691,0.664,0.708,0.392,1.344,0.1356,No
390116,0.9091,,0,,0.373,,-0.6302,No
390117,,,,,0.474,,0.3732,No
390123,1.3528,0.321,0.774,0.85,0.573,1.195,0.6988,Yes
390125,1.086,0.678,0.336,1.836,1.127,0,0.4605,Yes
390127,0.9154,0.816,1.558,0.988,0.449,0.872,0.54,Yes
390133,1.0442,0.671,0.631,0.585,0.374,0.819,0.0879,No
390137,1.1033,1.522,0.212,1.243,0.544,0.567,0.5272,Yes
390138,0.9456,,,,0.403,,-0.1004,No
390139,0.8216,0.56,1.087,1.472,0.221,0.753,0.1007,No
390142,1.0765,1.193,0.74,0.229,0.285,1.026,0.2841,No
390145,1.1816,0.503,0.245,0.635,0.672,0.684,0.1874,No
390146,0.9702,,0.749,,1.194,,0.8509,Yes
390147,1.3621,1.5,0,0.949,0.729,0.474,0.7215,Yes
390150,,,,,1.396,,2.1931,Yes
390151,0.842,0.411,1.143,0.245,0.231,1.255,-0.0796,No
390153,0.8267,0.83,0.888,0.89,0.175,1.234,0.1028,No
390156,1.3697,1.699,0.998,1.083,0.262,1.445,1.2253,Yes
390160,0.9399,0.692,0.952,,0.873,,0.6886,Yes
390162,0.9685,,,,0,,-0.8007,No
390163,1.2277,0,0.239,0,0,,-0.6795,No
390164,1.3904,1.034,0.669,0.449,0.866,0.865,0.8919,Yes
390168,1.2487,2.034,0.264,1.338,0.195,0.83,0.6301,Yes
390173,1.1988,0.207,0.744,1.449,0.656,0.599,0.4859,Yes
390174,1.4553,0.626,0.721,0.514,0.564,1.057,0.6456,Yes
390178,0.9645,0.699,0.955,,0.824,,0.6898,Yes
390179,0.8287,0.693,0.734,1.513,0.239,0.769,0.0475,No
390180,1.5762,0.889,0.385,2.128,0.47,0.656,0.8699,Yes
390183,0.9083,0,0,,0.428,,-0.7724,No
390184,,,,,0,,-1.4622,No
390185,1.0552,1.368,0.915,2.103,0.61,0,0.7847,Yes
390195,0.9408,0.371,0.56,1.243,0.218,0.405,-0.2339,No
390198,1.1717,,1.881,,0.103,0,0.2862,No
390199,0.9928,,,,1.042,,1.1118,Yes
390201,0.8523,0,0.435,0.146,0.189,0.668,-0.7709,No
390203,0.7306,0.558,0.445,1.177,0.609,0.717,-0.0574,No
390204,0.8826,0.308,0.65,0,0.535,1.168,-0.1744,No
390211,1.0021,0.259,1.492,0,0.157,1.603,0.1916,No
390217,0.9623,,,,0.609,,0.3566,No
390219,1.1339,0.938,0.447,1.593,0.48,0.7,0.5364,Yes
390222,0.8558,0.13,0.282,0.379,0.344,1.471,-0.3317,No
390223,0.8484,0.777,0.783,0.902,0.496,0.705,0.0917,No
390225,0.8994,0.294,0,0.255,0.403,0,-0.8406,No
390226,0.8253,1.598,0.957,0.873,0.392,0.743,0.3799,Yes
390228,0.8388,0.224,0.463,1.088,0.189,0.533,-0.4668,No
390231,0.9206,0.742,0.533,0.935,0.584,0.516,0.0622,No
390233,1.1433,0,1.098,1.876,0.861,0,0.529,Yes
390237,0.9223,0.113,0.48,0.726,0.616,1.039,-0.0573,No
390256,0.8759,0.663,0.638,0.495,0.562,0.238,-0.215,No
390258,0.9728,0.898,0.805,0.629,0.601,0.707,0.2826,No
390265,1.1694,0.371,0.246,0.429,0.269,0.481,-0.2671,No
390266,0.9738,,,,0,,-0.7824,No
390267,1.082,0.287,0.88,0.304,0.539,1.275,0.2686,No
390268,1.0416,0,0.83,0.975,0.727,0.53,0.1439,No
390270,0.9826,0.662,0.512,1.537,0.548,0.876,0.3689,No
390272,,,,,,,2.1966,Yes
390278,,,,,0,0,-0.2492,No
390304,0.9292,0.835,0.6,,0.6,0,-0.0704,No
390307,0.984,,,,,,-0.0313,No
390316,0.9255,,,,,,-0.4396,No
390322,0.9196,,,,,,-0.481,No
390323,0.9443,,,,,,-0.3085,No
390324,0.9353,,,,,,-0.3711,No
390325,0.8693,,,,,,-0.8319,No
390326,0.8304,0.269,0.097,0.779,0.14,0.279,-0.8145,No
390327,0.9648,,,,,,-0.1649,No
390328,0.8816,0.787,0.626,0.719,0.771,0.36,0.0761,No
390329,0.6657,0.465,1.309,1.112,0.41,0.929,0.1806,No
390330,0.8636,0,0.305,0.932,0.433,0,-0.6607,No
390331,,,,,,,,No
390332,0.8833,0.61,0,,0.281,0.683,-0.4897,No
390333,,,,,,,,No
390334,0.9695,0.729,0.974,1.38,0.195,0,-0.0126,No
390335,0.8662,0,0,0,0.087,1.14,-0.8726,No
390336,0.8697,1.043,0,0,0.353,0,-0.6906,No
390337,0.9731,,,,0.31,,-0.1847,No
390338,0.9266,,,0,0.971,,0.1015,No
390339,0.897,0.83,0.265,1.337,0.233,0,-0.3305,No
390430,,,,,,,,No
410004,0.8771,0,0.878,0,0.151,0.551,-0.671,No
410005,0.8814,0,0.335,0.746,0,0.541,-0.772,No
410006,1.0785,0.979,0.715,0,0.139,0.722,-0.0718,No
410007,0.7614,0.953,0.738,0.915,0.301,0.715,-0.0612,No
410008,1.2594,0.582,0.432,1.471,0.399,0.54,0.3959,Yes
410009,1.0913,0.887,0.955,0.547,0.498,0.811,0.4228,Yes
410010,0.9942,0.303,,0.292,0,0.29,-0.7867,No
410011,0.9096,1.049,0.219,0.48,0.464,0.876,-0.0401,No
410012,0.7982,0.347,0.585,0.556,0.369,0.659,-0.4093,No
410013,0.849,0.449,0,1.915,0.316,0.666,-0.1895,No
420002,1.2926,0.119,0.506,0.524,0.11,0.573,-0.1602,No
420004,1.4914,0.807,0.57,1.45,0.552,0.838,0.8381,Yes
420005,0.9997,,,,0,,-0.6919,No
420007,0.7846,0.108,0.551,0.718,0.424,0.966,-0.3424,No
420009,1.0047,0.943,0.539,0.252,0.114,0.508,-0.261,No
420010,1.1225,,,0.744,0.341,,0.204,No
420011,0.9864,,,,0,,-0.7382,No
420015,0.9896,0.767,0.939,2.573,0.294,1.615,0.8485,Yes
420018,1.1616,0.715,0.707,0.989,0.173,0.931,0.2967,No
420019,0.9518,,,0.624,0,,-0.7018,No
420020,0.9209,0.739,,0.991,0.185,2.684,0.3113,No
420023,0.8036,0.532,0.272,1.11,0.177,1.316,-0.1941,No
420026,1.2541,0.991,0.466,0.428,0.207,1.236,0.3823,Yes
420027,0.7707,0.552,0.389,0.751,0.523,0.354,-0.3858,No
420030,1.0786,0,0.373,1.668,0.656,,0.2564,No
420033,0.9481,0,0,0.26,0.234,0,-1.0053,No
420036,0.832,0.375,0.165,1.068,0,1.543,-0.3119,No
420037,0.9932,1.818,3.639,1.407,0.499,,1.2167,Yes
420038,0.944,,0.758,,0.363,0,-0.3289,No
420043,0.9652,,0.965,2.165,0.715,,1.0808,Yes
420048,1.1173,0.412,0,1.528,0.768,0.573,0.2572,No
420049,1.0958,0.877,0.398,0.38,0.352,0.847,0.071,No
420051,1.0698,0.327,0.607,1.102,0.342,1.478,0.3316,No
420053,0.8726,,0,0.844,0.31,,-0.6,No
420055,,,,,0.959,,2.1931,Yes
420065,0.8016,0.364,2.136,1.012,0.333,1.979,0.4749,Yes
420067,1.0645,1.594,1.113,0.359,0.531,1.185,0.8178,Yes
420070,0.86,0.257,0.277,1.054,0.162,0.2,-0.6471,No
420071,0.9804,0.387,0.406,0.483,0.339,0.397,-0.3852,No
420072,0.9841,,,,0.954,,1.0814,Yes
420073,0.8799,0.264,0.467,0.376,0.282,0.385,-0.5967,No
420078,0.9294,0.535,0.543,0.691,0.372,0.663,-0.1589,No
420079,0.8089,0.838,0.837,0.916,0.412,0.7,0.0391,No
420080,0.8773,1.023,0,1.159,0.352,1.648,0.2148,No
420082,1.2073,0.321,0.311,0.863,0.216,0.288,-0.1938,No
420085,0.9471,0.496,0.335,1.076,0.193,0.79,-0.1984,No
420086,0.7256,0.769,0.223,1.237,0.121,0.3,-0.5081,No
420087,0.7591,0.257,0.917,0.369,0.567,1.079,-0.1159,No
420089,1.0079,,0,0,0.219,,-0.8134,No
420091,1.0536,1.678,1.321,0.968,0.452,0.522,0.7806,Yes
420098,0.9751,0,0,0.187,0.431,0.324,-0.7546,No
420101,0.9277,,0,0.503,0.288,,-0.6711,No
420102,0.931,,,0,0,,-1.1067,No
420103,0.9257,0,0,0.264,0.916,,-0.4166,No
420104,0.9031,0,2.667,0.248,0.341,1.619,0.1894,No
420105,0.788,0.98,1.057,0.461,0.212,0.431,-0.1946,No
420106,0.7988,1.547,2.462,1.129,0.294,0.967,0.6603,Yes
420107,0.9439,0,1.018,,0,,-0.511,No
420108,,,,,0.758,,1.4729,Yes
420109,0.9437,,1.481,0,0.162,,-0.0881,No
420110,0.8571,0,0.745,1.042,0.742,,-0.0214,No
430005,1.3123,,1.701,0.872,0.485,,1.2749,Yes
430008,0.9812,,,,1.105,,1.0713,Yes
430012,0.8689,0,1.41,1.077,0.492,0,-0.1311,No
430014,1.0529,0,0,0,0.848,,-0.382,No
430015,1.07,,1.978,,0.907,,1.6685,Yes
430016,1.0438,1.298,0.601,0.666,0.544,0.564,0.3618,No
430027,0.6409,0.36,0.631,1.079,0.441,0.572,-0.2461,No
430048,0.947,,,0.504,0,,-0.7816,No
430077,1.1575,0.155,0.877,0.547,0.424,0.552,0.0475,No
430084,,,,,,,,No
430089,0.8974,,,,,,-0.6357,No
430090,0.8609,,,,,,-0.8906,No
430091,0.777,,,0,0,,-1.4649,No
430093,,,,0.462,,,-0.6651,No
430095,0.9344,,,,0.097,,-0.732,No
430097,0.9505,,,,0,,-0.8636,No
430098,,,,,0,,-1.4622,No
440002,0.8763,0.392,0.351,1.583,0.378,1.511,0.2007,No
440003,1.2809,0.415,0.425,0.904,0.168,1.239,0.2861,No
440006,0.9279,0.647,0.346,0.454,0.171,1.001,-0.2761,No
440007,0.957,,,,0,,-0.8408,No
440008,,,0,,0,,-1.3904,No
440009,0.8641,0.499,0.226,0,0.119,2.486,-0.3539,No
440011,1.0285,0.318,0.5,1.707,0.259,0.515,0.0208,No
440012,0.7938,0.801,0.589,0.691,0.365,0.756,-0.1675,No
440015,1.4398,0.387,0.554,0.335,0.385,1.019,0.3062,No
440016,0.941,,,,0,,-0.8968,No
440017,1.0383,1.087,0.897,1.607,0.487,0.913,0.7462,Yes
440018,0.9208,0.858,0.745,4.118,0.855,,0.9218,Yes
440020,0.9626,,,,0.228,,-0.38,No
440029,0.9258,1.866,0.903,0.18,0.167,0.335,-0.01,No
440030,0.9821,0.168,0.887,0.78,0.063,0.826,-0.2186,No
440031,0.897,0.62,0.474,1.226,0.086,,-0.2536,No
440032,,,,,,,,No
440033,0.9446,,0,,0.6,,-0.2545,No
440034,1.0542,0.497,0.36,0.166,0.086,0.95,-0.3364,No
440035,0.9495,1.358,0.568,0.774,0.42,1.021,0.3721,No
440039,1.1408,0.715,0.597,1.354,0.303,1.183,0.5042,Yes
440046,0.9542,0,0,0,0.038,0.34,-1.0804,No
440048,2.0041,0.723,0.385,1.105,0.477,0.785,0.566,Yes
440049,1.1722,0.49,0.268,0.374,0.16,0.894,-0.1512,No
440050,1.2313,0.777,0,0.736,0.194,1.314,0.1925,No
440053,0.9035,0.6,0.418,0.617,0.347,0.618,-0.267,No
440056,1.2158,,0.722,0,0.175,0,-0.3378,No
440057,0.9674,,0,,0.288,,-0.6043,No
440058,1.2641,0,0,,0.257,1.944,0.1915,No
440059,1.0952,0.566,0.562,1.514,0.37,1.283,0.5033,Yes
440060,0.9812,,,0,0,,-0.9898,No
440061,0.9796,,,,0.818,,0.8216,Yes
440063,1.2415,1.021,0.666,2.118,0.302,0.599,0.7814,Yes
440065,0.9537,,0,0,0.066,0,-1.1363,No
440068,0.9261,0,0,1.096,0.946,,-0.1093,No
440072,0.9847,0.693,0,,0.349,3.243,0.1941,No
440073,0.9221,1.505,0.226,0.798,0.389,0.661,0.1211,No
440081,0.9166,0.613,0.451,0,0.156,1.265,-0.3076,No
440082,0.7687,0.67,0.466,1.05,0.364,0.587,-0.2453,No
440084,1.1374,0,0.644,,,,1.0761,Yes
440091,0.8446,0.345,0.347,0.85,0.294,0.479,-0.4789,No
440102,0.9741,,,,0.286,,-0.2274,No
440104,0.959,0.656,0.414,0.851,0.482,1.428,0.2535,No
440109,0.971,,,,0.489,,0.1548,No
440110,0.9092,0.695,0.676,0.723,0.226,,-0.1683,No
440111,0.9859,0.464,0.57,0.923,0.356,0.583,-0.0818,No
440120,0.7397,0.529,0.168,0.079,0.035,0.76,-0.8488,No
440125,0.77,0.486,0.513,0.316,0.1,0.629,-0.6629,No
440130,0.9197,,0,1.17,0.301,,-0.387,No
440131,,,,,0,,-1.4622,No
440132,0.9705,,1.318,0,0.574,,0.2593,No
440137,0.9477,,0.723,,0.647,,0.3942,Yes
440144,0.9493,0.448,0.32,3.155,0.406,2.106,0.5531,Yes
440148,,,,,,,,No
440150,0.9426,0.134,0,1.453,0.192,0.49,-0.4757,No
440151,0.956,,0.747,,0,,-0.4022,No
440152,1.1982,0.48,0.188,0.245,0.225,2.614,0.1505,No
440153,1.1247,0,0.424,,0,,-0.5535,No
440156,0.9606,1.239,0.156,0.57,0.096,0.356,-0.3255,No
440159,,,,,0,,-1.4622,No
440161,0.8036,0.457,0.176,0.368,0.132,0.638,-0.7388,No
440173,0.8336,0.776,0.279,0.291,0.167,0.687,-0.5214,No
440175,0.9454,,0,,,,0.9941,Yes
440176,0.948,,,0,0,,-1.067,No
440183,1.2316,0,0.118,0.832,0.113,1.651,0.0324,No
440184,0.9829,0.654,0.405,0.926,0.245,0.383,-0.2186,No
440185,0.7743,1.199,0.823,0.487,0.387,1.319,0.2117,No
440187,0.9569,,0.814,,0.894,,0.8076,Yes
440192,0.989,,,,,,0.0036,No
440193,0.9122,0,0.429,0.824,0.284,1.164,-0.2759,No
440194,0.834,0.301,0.322,0,0.093,0.726,-0.8045,No
440197,0.9313,0.264,0,0.382,0.085,1.215,-0.5608,No
440200,,,,,,,,No
440218,,,,,,,,Yes
440227,0.8022,0,0,0.336,0.168,0.388,-1.0607,No
440228,0.8193,0.229,0.173,,,,0.6053,Yes
440231,,,,,,,,No
440238,,,,,,,2.1717,Yes
450002,0.9055,0.099,0,0,0.321,0.257,-0.9451,No
450007,1.6054,0.974,0.438,0.578,0.405,0,0.214,No
450010,1.3396,0.486,0.3,1.582,0.293,0.664,0.4055,Yes
450011,0.9022,0.785,0.306,0.845,0.459,1.588,0.2332,No
450015,1.5922,1.12,0.868,0.871,0.18,1.169,0.7888,Yes
450018,1.0958,0.969,0.897,1.053,0.579,1.241,0.783,Yes
450021,1.372,0.484,0.38,1.136,0.309,0.533,0.2842,No
450023,0.9072,0,0.536,0,0.447,0,-0.7743,No
450024,1.3052,0.666,0.455,0.733,0.804,0.528,0.5373,Yes
450028,0.8867,0.384,0.141,0.272,0.275,0.707,-0.5954,No
450029,0.8917,0.746,0.392,0.292,0.019,0.143,-0.7047,No
450032,0.8251,0.611,0.186,0.434,0.141,0.808,-0.5663,No
450033,1.0842,0.847,0.36,1.391,0.326,0.477,0.1736,No
450034,0.865,0.564,0.3,0.803,0.282,0.779,-0.306,No
450035,0.9446,0.542,0.757,0,0.036,0.476,-0.5319,No
450039,1.1098,0.692,0.732,1.795,0.316,0.453,0.3934,Yes
450040,0.7524,0.362,0.384,0.732,0.851,0.423,-0.231,No
450042,1.135,0.109,0.461,0.501,0.125,0.205,-0.4905,No
450044,1.1362,0.673,0.493,1.257,0.321,0.42,0.159,No
450046,0.9698,0.46,0.284,0.496,0.07,0.945,-0.3973,No
450051,1.0477,0.599,0.839,0.884,0.517,1.056,0.408,Yes
450054,1.0809,0.507,0.415,1.018,0.274,0.558,-0.0514,No
450055,0.9675,,0,,0.319,,-0.564,No
450056,0.8337,0.582,0.493,0.95,0.103,0.235,-0.5209,No
450058,0.9234,0.488,0.324,0.452,0.151,0.664,-0.4826,No
450064,1.0374,0.45,0.126,0.882,0.442,0.612,-0.1518,No
450068,1.0629,0.759,0.384,0.701,0.19,0.621,-0.1101,No
450072,0.9085,0,0,,0.581,0,-0.7907,No
450079,0.8528,0.577,0.66,1.072,0.098,0.317,-0.3734,No
450080,0.9803,,,0,0.418,,-0.4523,No
450082,0.9771,,,,0,,-0.7709,No
450083,1.1574,0.866,0.776,0.598,0.369,0.473,0.2332,No
450087,1.0866,0.287,0.501,0.875,0.032,1.829,0.1271,No
450090,1.2168,0,0,,0.474,,-0.1894,No
450092,0.8947,0,0,0.375,0,0,-1.1856,No
450097,0.8749,0.493,0.111,0.343,0.035,0.683,-0.722,No
450101,0.8484,0.172,0.186,0.984,0.237,0.627,-0.5529,No
450102,0.8365,1.187,0.414,0.557,0.271,0.549,-0.21,No
450104,0.8834,0.418,0.963,0,0.772,0,-0.2591,No
450107,0.8069,0.455,0.305,1.157,0.08,0.369,-0.5858,No
450108,0.977,,,0,0,,-0.9996,No
450119,1.1738,0.433,0.999,0.695,0.282,0.371,0.1105,No
450124,0.9392,0.844,0.333,0.865,1.055,0.676,0.3109,No
450128,0.8682,1.23,0.682,0.299,0.353,0.332,-0.1451,No
450132,1.2845,1.03,0.475,0.754,0.387,0.686,0.4539,Yes
450133,1.1269,1.177,0.33,1.836,0.285,0.58,0.4753,Yes
450135,0.9954,0.209,0.323,0.448,0.364,0.623,-0.385,No
450137,1.2269,0.472,0.392,0.911,0.109,0.359,-0.1107,No
450143,,,,,,,,No
450144,0.9962,,,,,,0.0542,No
450147,0.8294,1.687,1.866,0.697,0.573,1.267,0.8667,Yes
450148,0.9406,,0.859,0.539,0.48,,0.0702,No
450152,0.8621,0.675,0,0.682,0.565,0.858,-0.2114,No
450154,0.9525,,1.363,,0,,0.0846,No
450155,,,,,,,,No
450162,0.9555,,,1.064,,,0.068,No
450163,1.0449,,0.591,0.728,0.149,,-0.1486,No
450165,0.9713,,,,0,,-0.7911,No
450176,0.9559,0.65,0.514,1.336,0.294,0.325,-0.0792,No
450184,1.0272,0.678,0.316,0.834,0.207,0.635,-0.1564,No
450193,1.041,1.004,0.39,0.904,0.198,0.816,0.0925,No
450194,0.953,,,,0.213,,-0.4424,No
450196,0.7821,0.533,0.225,0.914,0.09,2.093,-0.1944,No
450200,0.8322,0.552,0,0,0.306,0,-0.9545,No
450203,0.9164,0.214,0.292,1.41,0,1.165,-0.259,No
450209,0.8428,0.614,0.573,1.328,0.228,0.764,-0.093,No
450210,,,,,0,,-1.4622,No
450211,1.0893,0.706,0.361,0.87,0.279,1.446,0.284,No
450213,0.9704,0.599,0.391,0.715,0.369,0.456,-0.2147,No
450222,1.2473,1.055,0.221,1.864,0.056,0.911,0.5,Yes
450229,0.9302,0.888,1.108,0.909,0.269,0.69,0.2106,No
450231,1.1868,0.323,0.584,0.169,0.334,0.266,-0.2368,No
450235,0.9753,,,,,,-0.0921,No
450236,0.932,0,0.308,2.219,0.078,0.98,-0.1291,No
450237,1.3532,0.699,0.634,0.836,0.14,0.706,0.3349,No
450241,1.036,,,,,,0.3315,No
450253,,,,,,,,No
450271,,,,,,,,No
450272,0.857,0.6,0.553,0,0.317,0.824,-0.3907,No
450289,1.0696,0.752,0.591,1.61,0.24,0.93,0.3776,No
450292,0.98,,,,0,,-0.7606,No
450324,0.9409,0.361,0.628,1.009,0.185,0.411,-0.2964,No
450330,1.154,1.583,0,0,0.097,,-0.0932,No
450346,0.9891,0.798,0.325,0.459,0.317,1.055,-0.0406,No
450347,1.0454,0.693,0,0.962,0.494,0,-0.2559,No
450351,1.0322,,,,0.224,,-0.1447,No
450352,1.3341,0.941,0.648,1.581,0.896,0.545,1.0623,Yes
450358,0.8018,0.461,0.425,0.796,0.417,0.437,-0.4032,No
450369,0.9836,,,,,,-0.0342,No
450370,0.9749,,,0,0,,-1.0045,No
450372,1.0583,,,0.741,0.512,1.623,0.6887,Yes
450379,0.9451,0.829,1.706,,0.366,,0.6387,Yes
450388,1.1683,0.482,0.3,0.769,0.261,0.672,-0.0453,No
450389,0.9403,2.261,0.708,0.402,0.194,0.582,0.0954,No
450395,0.9533,,,,0,,-0.8538,No
450399,,,,,,,,No
450400,0.9665,,,,,,-0.1532,No
450403,0.8497,0.722,0.46,0.292,0.073,0.986,-0.4071,No
450411,,,,,,,,No
450419,0.9653,,,,0.181,,-0.4616,No
450422,0.9375,,,,,,-0.3561,No
450424,0.7751,0.453,0,1.318,0.28,0.613,-0.4851,No
450431,1.0688,0.663,0.546,1.261,0.242,0.762,0.1673,No
450447,0.9137,0,0.274,1.409,0.845,,0.036,No
450451,,,,,0.848,,1.8213,Yes
450460,,,,,,,,No
450462,0.8964,0.55,0.243,0.694,0.499,0.616,-0.2456,No
450465,0.9384,,,,0,,-0.9058,No
450469,1.0582,,0,,0.401,,-0.2471,No
450475,0.9842,,,0.967,0,,-0.4306,No
450484,1.0667,0,0.347,1.116,0.035,0,-0.6119,No
450489,,,,,,,,No
450508,0.9665,0.397,1.46,,0.211,,0.2293,No
450518,1.075,0.512,0,0,0.34,0.557,-0.4714,No
450537,1.0473,0.362,0.383,0.678,0.388,0.284,-0.2783,No
450539,0.9367,,,0.391,0.317,,-0.4609,No
450563,1.039,0.313,0.479,1.42,0.258,0.915,0.0794,No
450565,1.0549,,,0.864,0.838,,0.7567,Yes
450571,1.0239,0,0.781,0.713,0.467,0.424,-0.1758,No
450573,,,,,,,,No
450584,0.9683,,,,,,-0.1408,No
450587,0.9033,,0,0.292,0.333,0,-0.8999,No
450596,0.9219,0,0,0,0.602,,-0.7555,No
450597,0.9695,,,,0,,-0.7971,No
450604,0.9147,,1.899,0,0.07,,-0.194,No
450610,0.9579,0.871,0.337,0.765,0.163,0.925,-0.1011,No
450617,1.064,0.509,0.156,0.873,0.114,0.409,-0.3709,No
450634,0.8846,0.079,0.057,0,0.187,0.147,-1.079,No
450638,1.1459,0.494,0.477,0.863,0.032,0.353,-0.2277,No
450639,0.8487,0.139,0.132,0.527,0.31,0.327,-0.775,No
450641,,,,,,,,No
450643,0.8322,1.374,0.778,0.711,0.278,1.777,0.4746,Yes
450644,0.8973,0.519,0.286,2.744,0.13,0.843,0.0082,No
450647,0.7008,0.995,0.835,0.738,0.409,1.139,0.1608,No
450651,1.0683,0.992,0.272,0.724,0.182,0.653,-0.0462,No
450653,0.985,,,,0,,-0.7431,No
450654,,,,,1.057,,2.1931,Yes
450656,0.9381,0.964,0.674,0.784,0.147,0,-0.2799,No
450658,,,,,,,,No
450659,1.05,1.1,0.326,0.545,0.152,1.583,0.2495,No
450661,0.9846,0.402,0.382,0,0.178,0.665,-0.5326,No
450662,1.1311,0.448,1.059,0.948,0.204,0.976,0.3233,No
450668,1.1128,0.337,0.567,0.601,0.544,0.192,-0.0913,No
450669,0.8962,0.821,0.311,1.909,0.337,1.25,0.3494,No
450670,0.7731,0.321,0,0.157,0.068,0.998,-0.8703,No
450672,0.9258,0.99,0.373,0.925,0.325,0.695,-0.0079,No
450674,0.9578,0.65,0,0.61,0,0.979,-0.4527,No
450675,0.9113,0.627,0.548,0.681,0.232,0.666,-0.2346,No
450677,1.0508,0.771,0.56,0.283,0.405,0.504,-0.0701,No
450678,1.1254,0,0,0,0.832,,-0.2933,No
450684,1.1237,1.302,0.507,0.944,0.285,0.374,0.2647,No
450686,1.0911,0.113,0.391,0.528,0.409,0.736,-0.1923,No
450688,1.1395,1.269,0.165,0.711,0.071,1.217,0.2219,No
450690,,0.469,,,0,,-0.8903,No
450694,0.9923,,,,0.911,,1.0462,Yes
450698,,,,,,,2.2091,Yes
450702,0.8531,0.125,0.176,0.799,0.213,0.602,-0.6466,No
450709,0.8409,0.683,0,0.36,0.197,0.316,-0.7512,No
450711,1.1487,1.275,0.487,0.896,0.144,0.638,0.2625,No
450713,0.9926,0.708,0.161,0.79,0.167,0.971,-0.1688,No
450718,1.1001,0.47,0.187,0.239,0.161,1.082,-0.2478,No
450723,0.972,0.533,0.241,1.362,0.518,0.807,0.1044,No
450730,0.8904,0,0,,0.513,,-0.7213,No
