Facility ID,PSI 90 Composite Value,CLABSI SIR,CAUTI SIR,SSI SIR,CDI SIR,MRSA SIR,Total HAC Score,Payment Reduction
140065,1.0156,0.175,0,0,0.696,0,-0.6351,No
140067,1.0625,0.967,0.749,1.72,0.467,0.44,0.5231,Yes
140068,1.1379,,,,0.183,0,0.9385,Yes
140077,0.9942,,,,,,0.04,No
140080,0.8429,0.248,0.331,0,0.169,0,-1.0149,No
140082,1.3216,1.412,0.423,,0.964,2.558,1.6627,Yes
140083,0.966,,,,0,,-0.8095,No
140084,0.8811,0.443,0,0,0.502,0.401,-0.6736,No
140088,0.8426,0.639,0.376,1.004,0.569,0.664,-0.07,No
140089,0.9834,,,,0.41,,0.0448,No
140091,0.7979,0.382,0.851,1.155,0.218,0.411,-0.302,No
140093,1.0382,0.668,0,,0.755,1.83,0.5716,Yes
140095,0.9546,0,0,0,0.049,0.379,-1.0593,No
140100,0.9954,,,1.011,0.528,,0.302,No
140101,0.9056,0.334,0.324,0,0.396,0,-0.765,No
140103,0.9483,0.683,0.695,,0.495,0,-0.1496,No
140110,0.8201,2.772,0.357,0.319,0.279,0.685,-0.1184,No
140113,0.9304,1.316,0.653,2.759,0.387,0,0.3745,No
140114,0.8204,0.639,1.007,1.85,0.328,0.223,0.0901,No
140115,1.1278,,,,0.544,,0.8083,Yes
140116,0.8663,0.655,0.217,0.781,0.147,0.331,-0.5521,No
140117,1.2944,0.815,0.477,0.74,0.544,0.292,0.3433,No
140119,0.712,0.475,0.248,0.558,0.545,0.79,-0.3613,No
140120,0.9267,,0.81,,0.801,,0.6141,Yes
140122,0.755,0.898,0.586,1.284,0.365,0.396,-0.108,No
140124,0.9096,0.66,0.558,0.784,0.439,0.67,-0.0555,No
140125,0.9554,0,0.756,,0.506,,-0.1591,No
140127,0.8517,0.566,1.155,1.884,0.212,0.614,0.2288,No
140130,1.0738,0.64,0.614,0.479,0.312,0.213,-0.1778,No
140133,0.93,0.825,0.477,,0.441,0.5,-0.0473,No
140135,1.077,0.5,0.126,1.095,0.226,0.468,-0.215,No
140137,,,,,,,,No
140145,0.9448,,,,0.605,,0.2877,No
140148,1.4793,1.013,0.636,1.322,0.53,0.345,0.7218,Yes
140150,1.1401,0.83,0.609,0.817,0.357,0.77,0.2904,No
140155,0.8982,0,0,0,0.138,0.957,-0.8662,No
140158,1.1329,,0,,1.017,,0.6275,Yes
140160,0.8749,0,0,0.645,0.496,0,-0.8114,No
140161,0.9459,,,,0.407,,-0.0918,No
140162,0.7776,0.635,0.894,2.059,0.211,0.556,0.0935,No
140164,1.1989,0.268,0.746,1.3,0.524,1.184,0.5864,Yes
140166,1.6719,0,0.572,0.448,0.461,1.701,0.4827,Yes
140172,1.0879,1.244,1,1.053,0.485,0.66,0.6585,Yes
140174,0.9725,1.001,1.35,1.536,0.497,,0.8754,Yes
140177,0.9612,,0,,,,1.0161,Yes
140179,0.9328,0.856,0.937,2.181,0.215,0.52,0.3837,Yes
140180,1.0256,0.714,0,0.581,0.273,0.428,-0.3731,No
140181,0.953,7.581,1.54,,1.127,3.396,1.7595,Yes
140182,1.4195,1.327,0.529,1.209,0.388,0.249,0.6429,Yes
140184,0.9971,2.117,0.258,3.259,0.817,,1.0954,Yes
140185,0.7346,0.981,0.294,0.494,0.142,0.934,-0.3753,No
140186,0.9435,0.297,0.291,0.571,0.514,0,-0.5093,No
140187,0.9684,0.093,0.248,0.136,0.163,0.43,-0.7775,No
140189,0.9723,0.829,1.963,0.739,0.523,1.571,0.8314,Yes
140191,1.08,0.346,0.653,1.021,0.155,1.04,0.0729,No
140197,,,,,0,,-1.4622,No
140200,0.8943,0.122,0.782,0.214,0.119,0.974,-0.4546,No
140202,0.8223,0.513,0.506,0.981,0.352,0.84,-0.1754,No
140206,0.9487,0.736,0.86,,0.563,1.69,0.7141,Yes
140208,0.9239,0.75,0.645,1.624,0.566,0.494,0.2914,No
140209,0.9389,1.318,0.483,0.861,0.351,0.608,0.1465,No
140210,0.9838,,,,0.886,,0.9681,Yes
140211,0.6875,0.17,0.912,0.559,0.37,0.274,-0.5048,No
140213,1.1109,1.063,0.844,0.333,0.208,0.452,0.0958,No
140217,0.8552,0,2.19,,0.533,0.775,0.1627,No
140223,0.8601,1.031,0.669,1.526,0.478,0.416,0.2235,No
140224,1.0106,0.29,0.941,0,0.157,0,-0.5663,No
140228,0.905,0.502,0.405,0.342,0.37,0.247,-0.5013,No
140231,0.8014,0.429,0.581,0.802,0.325,0.461,-0.4026,No
140233,0.9111,0.64,0.527,1.669,0.314,0.18,-0.0725,No
140239,0.9863,1.972,0.304,1.064,0.659,1.35,0.7431,Yes
140242,0.7271,0.674,0.362,1.114,0.235,0.555,-0.3617,No
140251,0.9828,0.491,0,0,0.573,0,-0.6304,No
140252,0.7418,0.556,0.283,0.758,0.281,0.485,-0.5354,No
140258,0.9728,0.528,0.567,1.172,0.138,0.414,-0.2019,No
140275,1.0215,0,0.729,1.474,0.737,,0.3446,No
140276,1.3665,1.002,0.642,0.604,0.646,1.111,0.8567,Yes
140280,0.9852,0.646,0.605,0.52,0.421,0.962,0.0608,No
140281,0.7415,0.824,0.688,0.662,0.495,0.663,-0.0964,No
140286,0.8033,0.548,0,0.401,0.227,1.761,-0.3127,No
140288,1.1594,0.641,0.472,1.375,0.245,0.457,0.1627,No
140289,1.1027,0,0.091,0.244,0.341,0.749,-0.4635,No
140290,0.9397,0.831,0.517,0.7,0.189,0.185,-0.325,No
140291,0.788,0.43,0.256,0.863,0.161,0.2,-0.7277,No
140292,0.8541,1.164,0.651,0,0.501,0.576,-0.1044,No
140294,0.9748,,,,0,,-0.7786,No
140300,,,,,0.758,,1.4729,Yes
140304,0.8961,0,0.5,0,0.536,0.651,-0.5174,No
140308,,,,,,,,No
150001,0.9414,,0,0.76,0.229,,-0.5943,No
150002,1.1529,1.074,0.381,2.147,0.784,0.185,0.7512,Yes
150005,0.8258,0.356,0.577,0.743,0.67,0,-0.3589,No
150006,0.8613,0.409,1.107,0,0.464,0.923,-0.1077,No
150007,0.9712,0,0,2.022,0.333,0.406,-0.27,No
150008,1.1234,1.985,0.962,0.709,0.32,0.827,0.6648,Yes
150009,0.9166,0.29,0.392,1.186,0.464,0.422,-0.2125,No
150010,0.9589,0,0,,0.243,,-0.8632,No
150011,1.1676,0.867,0,0,0.454,,-0.1248,No
150012,1.1184,0.458,0.147,0.731,0.336,0.293,-0.2685,No
150015,0.8978,0.122,0.722,0.732,0.867,1.119,0.2065,No
150017,0.8128,0.356,0.559,0.71,0.408,0.12,-0.5179,No
150018,0.9587,0.537,0.4,0.961,0.288,0.694,-0.1478,No
150021,0.9049,0.698,0.404,0.679,0.326,0.454,-0.2862,No
150022,0.9728,,0.947,,0.139,,-0.023,No
150023,0.9983,0.451,0.11,0.343,0.49,0.544,-0.3498,No
150024,0.9146,1.172,0.745,0.698,0.24,2.08,0.4509,Yes
150026,0.9499,1.964,1.196,1.317,0.532,0.605,0.79,Yes
150030,0.9426,,0,0,0.26,,-0.8876,No
150034,1.0788,0,0.721,0.694,0.218,0.577,-0.2489,No
150035,0.7277,0.381,0.283,0.497,0.305,0.751,-0.5694,No
150037,0.8809,,0,1.277,0.195,0,-0.7005,No
150042,0.8963,0.761,0.408,0.38,1.376,0,-0.1149,No
150044,1.0993,0.489,0.638,0.959,0.514,0.995,0.3429,No
150045,0.9744,,,,1.008,,1.0476,Yes
150046,0.8935,0.796,0.461,1.508,0.164,0,-0.2646,No
150047,0.9595,,,,0,,-0.8321,No
150048,0.9451,0.447,0.6,0.168,0.351,0.571,-0.3467,No
150051,0.8155,0.862,0.192,2.216,0.299,0.666,0.0552,No
150056,1.0577,0.65,0.418,1.067,0.417,0.862,0.1903,No
150057,0.8314,0,0.559,0.446,0.702,0,-0.5612,No
150058,1.8795,0.536,0.5,1.282,0.213,0.363,0.273,No
150059,0.9637,1.422,1.463,1.214,0.36,0.767,0.7714,Yes
150061,0.9439,,,,0,,-0.8867,No
150065,0.9549,,,0.307,0.386,1.94,0.2731,No
150069,0.9539,1.163,1.384,0.781,1.128,,1.0284,Yes
150072,1.2282,,0,2.745,0,,0.2662,No
150074,0.8845,0.53,0.507,0.521,0.201,0.265,-0.5251,No
150075,0.985,,,,0.478,,0.1823,No
150076,0.9646,,,,0.459,,0.0743,No
150082,1.083,0.257,0.274,0.437,0.338,0.767,-0.254,No
150084,0.9165,0.209,0.687,0.32,0.389,1.493,-0.048,No
150086,0.8998,0.277,0.828,0.629,0.708,0.655,0.0177,No
150088,0.9919,0.246,0.272,,0.651,0.522,-0.1566,No
150089,0.8803,0.384,0.361,1.719,0.14,0.589,-0.2296,No
150090,0.847,1.448,0.875,2.628,0.504,0.417,0.6384,Yes
150091,0.9835,,,,0,,-0.7485,No
150097,0.9125,0,0.58,0.726,0.931,,0.0144,No
150100,0.8171,0.17,0.21,0.926,0.502,0.344,-0.5246,No
150101,0.9818,,,,0.263,,-0.2453,No
150102,,,,,,,,No
150104,0.9156,,,0,0.642,,-0.3138,No
150109,0.9964,0.317,1.711,0.179,0.678,0.574,0.2544,No
150112,1.0105,0.247,0.244,1.897,0.552,0.3,0.038,No
150113,0.8874,0.988,0.315,1.399,0.23,0.434,-0.0936,No
150115,1.0787,,,0.414,0.316,0,-0.4533,No
150125,0.9955,0.248,0.62,1.063,0.385,0.689,-0.0384,No
150126,0.9332,1.026,1.041,0.511,0.547,0.418,0.2117,No
150128,0.8214,0.184,0.355,1.322,0.118,0.259,-0.6203,No
150133,0.9127,,0,0.666,0.432,,-0.4882,No
150146,0.9807,,,,0,,-0.758,No
150149,0.9942,1.389,,0.358,0,1.756,0.3526,No
150150,0.9027,0.249,0,0.51,0.278,0.404,-0.7212,No
150153,1.1555,0.097,1.157,,0.392,,0.3776,No
150157,0.8216,0,1.991,0,0.564,,-0.1839,No
150158,0.8372,1.127,0.375,2.209,0.091,0.391,0.0266,No
150160,0.8258,,,,,,-1.1355,No
150161,0.7224,0.769,0.491,0.96,0.162,0.947,-0.2277,No
150162,0.8799,0.856,0.889,1.286,0.737,0.687,0.4604,Yes
150165,0.864,0.583,1.059,1.208,0.995,0.543,0.4657,Yes
150166,0.8777,,,,,,-0.7732,No
150167,0.875,,,,0,,-1.127,No
150168,0.8454,,,,0.623,,-0.0245,No
150169,1.3236,0.461,0.346,1.206,0.334,0.144,0.1337,No
150172,0.9292,,,,,,-0.414,No
150173,0.8192,0.714,0.211,0.767,0.15,0.877,-0.3983,No
150177,0.9613,,,,,,-0.1896,No
150179,,,,,0,,-1.4622,No
150181,0.9621,,,,,,-0.1843,No
150183,0.9473,,,,0.386,,-0.1275,No
150193,0.9266,,,,,,-0.4321,No
150195,,,,,,,,No
160001,0.9252,,,,2.099,,0.8756,Yes
160013,0.9654,,,,0,,-0.8115,No
160016,1.4621,1.71,1.982,0.644,0.347,0,0.8681,Yes
160028,0.8488,0.67,1.221,1.309,0.305,0,-0.0259,No
160029,0.986,0,0.515,0.482,0.257,0.537,-0.4889,No
160030,0.7546,0.786,2.504,0.641,0.742,1.016,0.5064,Yes
160032,,,,,1.272,,2.1931,Yes
160033,1.4332,1.677,1.041,0.92,0.259,0.947,1.0207,Yes
160040,0.9415,,,,2.38,,0.9326,Yes
160045,1.2244,0.38,0.876,0.174,0.483,0.105,-0.0122,No
160047,1.1215,1.477,0.44,3.259,0.754,0,0.8103,Yes
160057,1.5377,1.65,0.398,2.122,0.426,0.477,1.0485,Yes
160058,1.2759,1.011,0.639,0.777,0.539,0.556,0.5618,Yes
160064,0.9963,0.463,0.6,0.396,0.192,0.362,-0.3912,No
160067,0.9792,0.837,0.075,1.152,0.742,0.423,0.1145,No
160069,1.3045,0.604,0,0.657,0,0,-0.3947,No
160079,1.2583,1.061,0.196,1.784,0.481,0.775,0.7091,Yes
160080,0.9629,0.986,0.298,0.298,0.508,,-0.0679,No
160082,1.0133,0.509,0.365,0.325,0.551,0.665,-0.1312,No
160083,0.9597,0.41,0.485,0.938,0.485,1.01,0.069,No
160089,0.913,,0,,0.403,,-0.5825,No
160101,1.1787,0.742,0,4.174,0.336,0.352,0.2689,No
160104,0.8119,0.718,0,0.299,0.256,0.665,-0.6292,No
160110,1.0971,0.858,0.287,0.413,0.378,0.232,-0.1674,No
160112,1.1344,,1.071,1.343,0.392,,0.7954,Yes
160117,1.1306,0.894,0.457,0.672,0.33,1.334,0.3806,Yes
160124,1.1188,,,0,0.839,,0.4133,Yes
160146,1.0932,0.753,0.871,1.727,0.687,0.35,0.6377,Yes
160147,1.0745,,,,1.101,,1.3968,Yes
160153,1.4468,1.229,0.474,0.426,0.534,1.247,0.8012,Yes
170006,0.974,0,0,,0.217,,-0.862,No
170009,,,,,0.65,,1.0547,Yes
170012,1.1592,0.38,0.354,0.565,0.931,1.323,0.5272,Yes
170013,1.2459,0.322,0,0,0.451,0,-0.4684,No
170014,0.9312,,,,1.005,,0.8966,Yes
170016,0.9019,0.806,0.245,0.692,0.754,0,-0.19,No
170017,0.9577,,,,2.236,,0.989,Yes
170020,1.2498,0,0.708,0,0.428,0,-0.3188,No
170023,0.8309,0,0.705,0.849,0.268,,-0.5104,No
170027,0.8629,,,,0,,-1.1694,No
170040,0.9727,0.484,0.477,1.498,0.409,0.23,-0.0513,No
170049,0.9164,0.436,0.3,0.695,0.214,0.328,-0.5275,No
170068,1.1738,,0.324,0,0.205,0.929,-0.1769,No
170074,0.9813,,,,0.618,,0.4403,Yes
170086,0.9019,0.633,0.879,0.928,0.257,0.49,-0.0849,No
170103,0.8022,0,0.296,0.25,0.506,,-0.7685,No
170104,1.065,1.528,0.62,0.773,0.281,0.887,0.4564,Yes
170105,0.9218,,,0.992,1.561,,0.6569,Yes
170109,0.9816,,,,0,,-0.7551,No
170120,0.933,,,0.37,0.478,,-0.2738,No
170122,0.9025,0.77,0.15,1.367,0.236,0.955,-0.0504,No
170123,0.6629,0.297,0.423,1.054,0.226,0.455,-0.5407,No
170137,0.8592,0,0.545,0.253,0.216,0,-0.9034,No
170142,0.8952,0,0,0.538,0.183,,-0.933,No
170146,0.9099,0.379,0.263,,,,0.8049,Yes
170175,0.9604,,,,0,,-0.829,No
170176,1.1629,1.285,0.474,1.227,0.226,0.583,0.4059,Yes
170182,0.9194,1.122,0.452,0.979,0.17,0.224,-0.1812,No
170183,0.954,,,,0,,-0.8513,No
170185,0.91,0,1.377,0.406,0.495,0,-0.2862,No
170186,1.1131,1.721,0,,0.268,,0.3418,No
170187,0.8912,,,1.7,,,0.3882,Yes
170188,0.8428,,,,,,-1.0172,No
170190,0.967,,,,,,-0.1497,No
170191,0.918,,,,0.507,,0.0044,No
170194,0.9647,,,,,,-0.1657,No
170196,0.8215,,,,0,,-1.314,No
170197,0.7815,0,0.646,2.42,0,,-0.3806,No
170198,0.9188,,,,,,-0.4862,No
170199,0.9712,,,,,,-0.1207,No
170200,0.9111,0,1.45,,0.505,,0.1808,No
170203,0.903,,,,,,-0.5966,No
170204,0.9488,,,,0,,-0.8695,No
170208,0.9369,,,,0.411,,-0.1152,No
180001,1.0136,0.347,0.933,0.972,0.176,0.52,-0.073,No
180002,0.9433,0,0,,0.577,,-0.567,No
180004,0.9535,,,1.411,0.28,,0.1128,No
180005,0.9078,1.455,0.16,1.093,0.514,1.201,0.4116,Yes
180009,1.1348,0.835,0.648,1.342,0.483,0.766,0.5316,Yes
180010,1.3604,0.267,0.115,0.188,0.178,0.503,-0.2718,No
180011,1.1085,0,0.377,0.609,0.139,0.675,-0.3937,No
180012,1.1931,0.943,0.475,0.816,0.497,0.687,0.4031,Yes
180013,1.0884,1.231,0.579,1.163,0.347,1.1,0.5805,Yes
180016,0.9849,,,,0.24,,-0.2788,No
180017,1.0002,0,0,0,0.116,0,-1.095,No
180018,1.0671,1.101,0.416,1.017,0.385,0,0.0396,No
180019,0.8946,,,,0.44,,-0.2068,No
180020,0.9725,,0.973,,0.229,,0.1133,No
180024,0.9716,,,,0,,-0.79,No
180025,0.9427,,,,0.738,,0.5378,Yes
180027,1.0458,1.209,0.267,0,1.056,0.946,0.3966,Yes
180029,0.9673,2.257,0.844,0.67,0.319,1.07,0.5086,Yes
180035,1.0759,0.83,0.654,0.923,0.319,0.601,0.1806,No
180038,1.1002,0.927,0.409,1.245,0.177,0.728,0.1925,No
180040,1.2452,1.003,0.444,0.82,0.58,1.154,0.6917,Yes
180043,1.3261,,0,,0.455,,0.446,Yes
180044,1.7387,0.412,1.093,1.546,0.788,0.771,1.0519,Yes
180045,0.8696,1.069,0.384,1.261,0.341,0.201,-0.1041,No
180046,,,,,,,,No
180048,0.9463,0.86,0.12,0.914,0.489,2.498,0.3383,No
180049,0.9667,0,,0,0.091,0.583,-0.8727,No
180050,0.966,3.145,0.43,,0.512,0.917,0.5562,Yes
180051,0.9685,2.026,0.822,0.399,1.013,2.329,1.0681,Yes
180056,0.9898,1.047,0,1.391,0.216,0.441,-0.087,No
180064,1.0349,,0.774,,1.382,,1.0215,Yes
180066,0.9777,,,,0.496,,0.1916,No
180067,1.0674,0.966,0.354,1.066,0.316,1.333,0.3966,Yes
180069,0.9509,,0.593,,0.176,,-0.3108,No
180070,0.9571,,,0.792,0.673,,0.2749,No
180078,0.967,,,,0,,-0.8061,No
180079,0.9652,,,,0.365,,-0.1056,No
180080,0.8998,1.227,0.967,0.628,0.051,1.277,0.2333,No
180087,1.2894,0.71,0.388,2.408,0.948,,1.2645,Yes
180088,1.0815,0.854,0.473,1.679,0.396,0.844,0.4739,Yes
180092,0.9455,0,0,0.397,0.175,0,-1.0072,No
180093,1.0442,0,0.433,0.673,0.197,0.833,-0.3353,No
180101,0.9244,,2.765,0.979,0,,0.1743,No
180102,0.7641,1.013,0.622,0.754,0.243,1.774,0.1966,No
180103,0.9683,0.414,1.179,1.243,0.152,0.975,0.2194,No
180104,1.3702,1.377,0.633,0.674,0.099,0.854,0.5755,Yes
180105,,,,,0.808,,1.6665,Yes
180115,0.9971,,,,1.019,,1.1268,Yes
180116,1.0816,1.884,1.818,0.517,0.828,0.681,1.0693,Yes
180124,0.812,1.635,0.975,0,0.177,1.289,0.1739,No
180127,0.8991,0.649,0,0.339,0.269,0,-0.7662,No
180128,0.9622,,0,,0.228,,-0.6938,No
180130,0.9214,1.197,0.329,1.346,0.234,0.688,0.1084,No
180132,0.8686,0.141,0.199,1.591,0.217,0.923,-0.2727,No
180138,0.9758,,,1.634,0,,-0.0692,No
180141,0.9134,0.962,1.158,0.97,0.642,1.291,0.7073,Yes
180143,0.8803,0.681,0.414,0,0.051,0,-0.8469,No
180149,,,,,,,,No
180154,,,,,,,,No
190002,1.3425,0.501,0.552,0.953,0.383,0.937,0.4896,Yes
190004,0.9002,0.904,0.85,0.258,0.71,4.204,0.5504,Yes
190005,1.2903,0.457,0.602,1.468,0.279,1.807,0.7992,Yes
190006,1.0746,2.384,1.507,0,0.116,2.234,0.8185,Yes
190007,1.028,,0,1.2,0.443,,-0.0477,No
190008,0.6886,0.137,0.348,0.195,0.362,2.511,-0.3349,No
190011,0.9301,0.25,0,2.23,0.187,1.804,0.1843,No
190013,1.0458,,1.014,1.467,0.305,,0.5753,Yes
190014,0.9552,0.907,2.924,1.708,0.176,,0.7081,Yes
190015,1.0998,0.586,0.939,0.874,0.597,0.558,0.379,No
190017,0.9603,0,0.584,0.552,0.562,3.743,0.1523,No
190019,1.0459,0.85,0.113,0.672,0.256,2.03,0.2281,No
190020,0.9799,0.524,0,0.474,0.473,0,-0.5503,No
190025,0.9769,,,,0,,-0.7713,No
190026,1.0873,1.359,0.593,1.133,0.184,0.502,0.3123,No
190027,0.8901,0.169,0.498,0.925,0.376,1.499,-0.0037,No
190034,0.935,0.829,0.766,2.039,1.049,,0.9802,Yes
190036,1.1551,0.592,0.31,0.973,0.32,0.841,0.1411,No
190039,0.9476,0.479,0.331,0.481,0.118,1.004,-0.3497,No
190040,1.319,0.662,0.871,1.016,0.416,0.925,0.6876,Yes
190041,1.01,0.913,0.062,0.162,0.301,1.142,-0.1423,No
190044,0.8702,0.712,0.377,1.59,0.607,,0.2331,No
190045,0.7449,0.647,0.217,1.108,0.334,0.519,-0.3807,No
190046,1.0004,0.847,0.348,3.039,0.122,0.693,0.2224,No
190050,0.9647,,0.573,0,0.387,,-0.3808,No
190053,1.0619,0,0.651,,0.243,,-0.291,No
190054,1.2194,0.221,0.38,0.965,0.32,0.552,-0.0024,No
190060,1.3977,0.73,0.569,0.867,0.67,0.492,0.5971,Yes
190064,0.8531,0.923,0.396,0.986,0.406,1.019,0.0734,No
190065,0.9174,0.659,0.215,0.781,0.191,0.83,-0.2896,No
190079,0.9888,,,,0,,-0.7298,No
190086,1.0322,2.43,0.613,0,0.111,,0.0432,No
190088,,,,,0.478,,0.3887,Yes
190090,,,,,1.867,,2.1931,Yes
190098,1.1111,0.509,0.476,1.43,0.399,1.584,0.5647,Yes
190099,0.9702,,0.835,1.621,1.152,,1.0201,Yes
190102,0.8328,0.53,1.03,0.965,0.184,1.233,0.0778,No
190106,0.9389,,,,0,,-0.904,No
190111,,1.03,0.603,0.796,0.907,1.059,0.7661,Yes
190114,,,0,,3.164,,0.4372,Yes
190116,,,,,2.204,,2.1931,Yes
190118,,,,,,,,No
190125,0.9963,0.532,0.512,0.787,0.364,0.959,0.0306,No
190128,0.95,1.309,0.416,2.142,0.069,1.498,0.616,Yes
190133,,,,,,,,No
190140,0.9767,,,,0,,-0.772,No
190144,0.9216,2.791,0,1.577,0.656,,0.5556,Yes
190145,,,0.705,,2.572,,1.2869,Yes
190151,1.0544,,,,,,0.4606,Yes
190160,1.0416,2.482,0.628,0,0.156,2.127,0.4529,Yes
190164,0.939,,0,,0.244,,-0.7271,No
190167,0.9494,,0,,0.518,,-0.3492,No
190176,1.0956,0.571,0.702,0.77,0.37,0.592,0.1087,No
190183,1.5688,0.485,0.519,1.047,0.316,0.983,0.4763,Yes
190184,0.9886,,,,2.066,,1.0969,Yes
190190,,,,,,,,No
190201,0.9632,0,,0,0,,-1.1253,No
190202,0.9708,0.72,0,0.62,0.141,1.163,-0.2526,No
190208,,,,,,,,No
190218,0.9921,,,,,,0.0256,No
190241,0.9948,,,3.492,,,1.108,Yes
190245,1.01,,,,,,0.1501,No
190251,0.9787,,,,,,-0.0682,No
190255,0.9876,,,0.369,,,-0.4152,No
190256,0.95,,,,,,-0.2682,No
190259,0.9374,,,,,,-0.3562,No
190266,0.8497,,,,,,-0.9691,No
190267,0.9059,,,,,,-0.5763,No
190270,0.9242,,,,,,-0.4487,No
190274,0.9012,0.281,0.483,0,0.178,0.325,-0.7542,No
190278,0.8479,,,,0,,-1.2218,No
190298,0.932,,,,,,-0.3943,No
190300,0.9537,,,,,,-0.2426,No
190302,,,,,,,,No
190303,0.935,,,,,,-0.3735,No
190308,,,,,0,,-1.4622,No
190312,0.9618,3.135,0.557,,0,,0.154,No
190313,0.9845,,,,0.179,,-0.3985,No
190316,,,0,,0.096,0,-1.2888,No
190317,0.9935,0.541,,1.084,0.087,0,-0.4597,No
190318,1.1493,,0.858,,0.322,,0.5523,Yes
190319,,,,,,,,No
200001,1.0576,0.515,0.747,0.227,0.355,0.757,-0.0463,No
200008,0.8968,0.662,2.828,0.981,0.684,1.036,0.6656,Yes
200009,1.0109,0.726,1.285,1.147,0.332,0.52,0.3624,No
200018,1.1001,,,1.89,0.259,,0.7005,Yes
200020,0.9201,2.472,1.052,1.684,0.618,,1.0678,Yes
200021,0.9705,0.39,0.876,0.175,0.424,1.839,0.2356,No
200024,0.9769,0.508,0.464,1.643,0.207,0,-0.2114,No
200031,0.9655,,,0,1.641,,0.192,No
200033,0.7992,0.654,0.709,0.391,0.382,0.867,-0.2059,No
200034,1.2323,0.982,0.543,0,0.176,1.572,0.3592,No
200039,0.9486,0.459,1.315,1.024,0.144,0.232,-0.058,No
200050,0.9051,0.957,1.778,2.123,0.228,0,0.4589,Yes
200063,0.9317,,0,0,0.553,0.581,-0.547,No
210001,0.8118,0.648,0.384,2.239,0.188,0.1,-0.2234,
210002,1.0371,1.048,1.018,1.93,0.427,0.72,0.7646,
210003,1.6039,1.856,0.336,1.177,0.345,0.125,0.58,
210004,1.01,0.838,0.846,1.828,0.499,0.329,0.464,
210005,1.2354,0.35,0.454,0.346,0.434,0.345,-0.0794,
210008,1.0073,0.358,0.435,0.23,1.008,0.391,-0.0374,
210009,1.1812,1.164,0.6,1.149,0.608,0.599,0.6608,
210011,0.9744,1.061,0.138,0.207,0.383,1.189,-0.0138,
210012,1.4729,0.59,0.431,1.615,0.468,0.844,0.6934,
210015,1.4127,0.105,0.303,0.7,0.346,0.448,-0.0235,
210016,1.0878,0.113,0.443,0.195,0.573,0.611,-0.2079,
210017,0.9068,1.867,0.566,,1.18,,0.9772,
210018,0.994,0.347,0.102,0,0.138,0.722,-0.6614,
210019,0.9186,0.302,0.763,0.823,0.255,0.329,-0.3274,
210022,1.1358,0.583,1.312,1.741,0.51,0.597,0.7745,
210023,0.8212,0.615,0.623,1.372,0.593,0.317,-0.0053,
210024,0.9798,0.313,0,,0.382,0.465,-0.5056,
210027,0.9099,0.12,0.559,1.647,0.292,0.291,-0.2439,
210028,0.8834,0.317,0,1.174,0.21,0,-0.7125,
210029,1.1499,1.045,0.554,1.078,0.883,0.812,0.7914,
210030,,,,,0,,-1.4622,
210032,0.9074,0.813,0,0.917,0.418,0.316,-0.3219,
210033,1.0646,0,0.496,0.691,0.804,0,-0.1795,
210034,0.8684,0,0.142,1.315,0.066,1.537,-0.3128,
210035,0.8226,0.397,0.391,0.53,0.594,0.363,-0.4049,
210037,0.8765,0.694,0.59,0.278,0.226,1.93,0.0306,
210038,0.9716,1.461,1.908,4.563,0.193,1.997,1.3222,
210039,1.0966,0,0.382,1.072,0.391,0,-0.3458,
210040,1.2973,0.718,0.41,0.156,0.293,0.41,-0.0055,
210043,0.833,1.002,0.847,0.599,0.411,1.03,0.1583,
210044,1.6124,0.192,0.366,1.327,0.477,0.262,0.2342,
210048,0.9638,0.67,0.664,1.954,0.512,0.418,0.3475,
210049,1.3265,0.453,0.513,1.59,0.081,1.512,0.6239,
210051,1.0926,1.153,1.153,1.074,0.662,0.362,0.7066,
210056,1.0447,0.12,0.538,0,0.574,0.744,-0.226,
210057,0.9816,0.56,0.297,0.249,0.307,0.368,-0.4582,
210058,1.0267,,,,,,1.9139,
210060,0.8931,0.767,,,0.438,,-0.0196,
210061,0.8195,0.337,0,0.176,1.087,0.88,-0.2838,
210062,1.0372,0.279,0,0.33,0.087,1.038,-0.5071,
210063,0.7239,0.731,1.363,0.858,0.426,0,-0.0806,
210064,,,,,0.168,0.677,0.4392,
210065,0.9393,0.75,0.656,1.785,0.63,0.37,0.3579,
220001,0.9739,0.296,1.637,,0.481,1.333,0.6587,Yes
220002,1.0839,0.739,0.978,0.837,0.474,0.562,0.3468,No
220008,0.9631,0.285,0.721,0,0.175,0,-0.7003,No
220010,1.1064,0,0.761,0.606,0.214,0.53,-0.2448,No
220011,0.9492,1.15,1.155,1.712,0.453,0.532,0.6458,Yes
220012,0.9959,0.423,0.835,1.564,0.633,0.49,0.3499,No
220015,1.5736,1.341,1.635,0.769,0.613,0.82,1.2717,Yes
220016,0.9608,0.602,0.41,0,0.467,0,-0.5169,No
220017,,,,,,,,No
220019,1.2824,0,0.23,0,0.095,0,-0.6878,No
220020,0.8372,0,0.172,2.228,0.243,0.844,-0.2349,No
220024,1.0539,0,0.311,0,0.634,0.723,-0.3215,No
220029,1.0418,1.864,0.554,0.707,0.525,0,0.2495,No
220030,0.9249,0.806,1.127,,0,,-0.0112,No
220031,1.1424,0.377,0.72,0.542,0.687,0.935,0.3543,No
220033,1.1844,1.343,0.561,0.594,0.45,1.361,0.7231,Yes
